Row,Col,Length,Z_up,Z_down,Basin,Slope
94,100,4.68767891192717,5.698429107666016,5.698429107666016,2422,0.0001
94,110,116.50139209165441,6.582146167755127,7.513474941253662,2422,0.0001
94,114,53.45870892218501,5.942921161651611,6.332716941833496,2422,0.0001
94,115,141.42135623796804,6.332716941833496,7.186225891113281,2422,0.0001
94,116,39.16212719801592,7.186225891113281,7.186225891113281,2422,0.0001
94,122,78.76252455823975,7.248714923858643,5.983560085296631,2422,0.01606290359099031
94,123,92.73988938543776,6.20524787902832,7.248714923858643,2422,0.0001
94,131,105.15754518088684,7.3531951904296875,7.810568809509277,2422,0.0001
94,132,112.45998207273817,7.385254859924316,7.3531951904296875,2422,0.00028507624582309625
94,133,44.12805981021251,8.69063663482666,7.385254859924316,2422,0.02958167162836016
94,135,78.88157782293445,6.632913112640381,6.632913112640381,2422,0.0001
95,98,128.96137416466195,8.078896522521973,7.435277462005615,2422,0.004990789410281596
95,110,105.31331136440139,6.442121982574463,6.582146167755127,2422,0.0001
95,123,36.22148477909948,6.384211540222168,6.20524787902832,2422,0.004940815162196589
95,124,107.16426616943038,6.958117961883545,6.384211540222168,2422,0.005355389834462276
95,125,113.37853594208816,6.8236308097839355,6.958117961883545,2422,0.0001
95,126,35.06235788019783,7.519394874572754,6.8236308097839355,2422,0.019843618822388585
95,133,89.12177421353223,6.408452987670898,8.69063663482666,2422,0.0001
95,134,128.96137416453723,6.632913112640381,6.408452987670898,2422,0.0017405221247340443
95,135,36.584407608881264,6.632913112640381,6.632913112640381,2422,0.0001
96,98,126.19186548989718,9.530406951904297,8.078896522521973,2422,0.011502408841864145
96,109,4.525241661586286,7.737954139709473,6.442121982574463,2422,0.2863564543160258
96,110,110.70424908549677,6.442121982574463,6.442121982574463,2422,0.0001
96,125,6.272278154761655,7.519394874572754,7.519394874572754,2422,0.0001
96,126,135.1490780823009,7.519394874572754,7.519394874572754,2422,0.0001
97,98,106.81091869387973,11.657201766967773,9.530406951904297,2422,0.019911773450417312
97,109,70.69593306518823,6.508914470672607,7.737954139709473,2422,0.0001
